,0,1
360,안내,0.00040061303
361,동원,0.00039913898
362,대책,0.0003951659
363,관련,0.00039081342
364,주변,0.0003887925
365,국정원,0.0003832029
366,남자,0.00037886694
367,마찬가지,0.0003786455
368,통,0.000375942
369,대체,0.00036996894
370,물,0.000367587
371,등등,0.00036656184
372,경험,0.0003664995
373,개정,0.0003662506
374,범,0.0003662268
375,달,0.000365823
376,코로나,0.0003649016
377,진보,0.00036280561
378,곳,0.00036125167
379,얘,0.00035946578
380,후진국,0.00035925867
381,국방부,0.00035325432
382,로부터,0.00035121196
383,힘,0.0003462477
384,공감,0.00034314554
385,찌,0.0003380129
386,전체,0.00033465307
387,고등학생,0.00033016223
388,새만금,0.0003153394
389,솜방망이,0.00031481904
390,감옥,0.00031386493
391,입건,0.00031214627
392,보유,0.0003120419
393,성범죄,0.00031046392
394,온갖,0.00030867656
395,태형,0.00030722248
396,성인,0.00030479077
397,매체,0.00030442033
398,윤꼴통,0.00030383343
399,게임중독,0.0003037629
400,봉변,0.00030365275
401,드론,0.0003036331
402,설마,0.00030361005
403,기하,0.0003035279
404,인적,0.00030346363
405,한자,0.00030328627
406,누굴,0.00030305894
407,잔액,0.00030303482
408,경제범죄,0.00030295094
409,재건,0.00030289122
410,일임,0.0003027967
411,가량,0.00030260786
412,소금,0.00030257064
413,발생,0.00030111257
414,사형선고,0.00030091451
415,제일,0.00030089726
416,손실,0.00029985342
417,형성,0.00029967134
418,한번,0.0002986883
419,소설,0.00029867908
420,전략,0.00029826214
421,조현병,0.0002837446
422,대응,0.00028322247
423,합의,0.00028299162
424,총기,0.0002826256
425,아들,0.0002804711
426,기준,0.0002783605
427,연속,0.00027829906
428,거지,0.00027224846
429,모든,0.0002713737
430,판례,0.00027103283
431,삼청교육대,0.00026701015
432,나발,0.00026601861
433,질,0.00026343466
434,안이,0.00026244196
435,한동훈,0.00025811186
436,가석방,0.00025775627
437,검찰,0.0002530307
438,대림,0.00025194054
439,층,0.00025033404
440,예고,0.00024986203
441,잠재,0.00024372818
442,정신건강,0.00024243734
443,토지,0.00024151371
444,온통,0.00024150469
445,부족,0.00024145449
446,대가리,0.00023937169
447,달라,0.00023929832
448,마약,0.00023386316
449,핑계,0.00023317213
450,학부모,0.00023108833
451,매,0.00023018318
452,물어,0.00022962264
453,이자,0.00022852622
454,감안,0.00022648498
455,공공,0.0002247341
456,이상,0.0002246734
457,땐,0.00022457968
458,윤석열,0.00022245648
459,갱생,0.00022087929
460,기본,0.00021909675
461,억,0.00021906687
462,성폭행,0.00021900325
463,정작,0.00021491312
464,방송인,0.00021486307
465,인력,0.00021482275
466,국내,0.00021306783
467,그것,0.00021297192
468,판단,0.0002099354
469,조치,0.00020868436
470,친,0.00020673127
471,자랑,0.00020615068
472,싹,0.00020609959
473,폭탄,0.00020558886
474,사고,0.00020468053
475,인성,0.00020320737
476,폐방,0.00020237014
477,해결,0.00020234827
478,심,0.00019633345
479,운동,0.00019559296
480,고치,0.00019312733
481,고문,0.00019169158
482,통과,0.00019168902
483,살인자,0.0001916853
484,안녕,0.00019168026
485,칼춤,0.00019167562
486,기범,0.00019164561
487,오염수,0.00019161127
488,정기,0.0001916052
489,똥,0.00019159896
490,인상,0.00019159584
491,실명,0.00019159033
492,도끼,0.00019158867
493,중증,0.00019158675
494,졸업,0.00019158602
495,엠팍,0.00019156828
496,도발,0.00019156709
497,지게,0.0001915343
498,결여,0.00019149821
499,시작,0.00019033847
500,부산,0.00019002761
501,겁,0.00018931019
502,법적,0.00018930744
503,민주당,0.00018898242
504,년,0.0001888384
505,테러,0.00018722545
506,절대,0.00018674716
507,도입,0.00018559393
508,국세,0.00018527401
509,국짐,0.00018397553
510,욕구,0.00018075849
511,성도,0.00017958014
512,실제,0.0001782974
513,생산,0.00017749838
514,효과,0.00017700538
515,우기,0.00017602928
516,엄하,0.00017522996
517,당,0.00017370522
518,불리,0.00017316236
519,능지,0.00017300638
520,피해,0.00017271526
521,악플러,0.00017179991
522,루,0.0001716745
523,도대체,0.00017087854
524,공기업,0.0001708337
525,얼굴,0.00017056991
526,금지,0.00016949217
527,쓰레기통,0.0001686842
528,교사,0.00016676437
529,일상,0.0001663598
530,먼저,0.00016520351
531,제발,0.00016435237
532,살,0.000163183
533,종북좌파,0.00016263386
534,밤,0.00016141524
535,민심,0.00015986525
536,수사,0.00015949698
537,가정교육,0.00015583666
538,생,0.0001557342
539,의혹,0.00015484665
540,가치,0.00015318273
541,애가,0.00015284705
542,집,0.00015148344
543,혜택,0.00015137997
544,누구,0.00015110058
545,발달,0.00015086745
546,급증,0.00014978899
547,어케,0.00014967122
548,공무원,0.000147961
549,투표,0.00014729307
550,법도,0.00014728053
551,제도,0.00014707037
552,거나,0.00014589875
553,완전,0.00014463047
554,사항,0.00013767938
555,의원,0.00013701436
556,추적,0.00013678956
557,형벌,0.0001352636
558,잼버리,0.00013523958
559,역,0.00013522521
560,발전,0.00013505662
561,사형제,0.00013237509
562,이용,0.00013193388
563,남,0.00013105312
564,는걸,0.00013093038
565,얼마,0.00013039647
566,사람,0.00012820748
567,관계,0.00012766433
568,일본,0.00012723543
569,대부분,0.00012494228
570,환수,0.00012489005
571,차례,0.00012484253
572,의,0.00012461058
573,적,0.00012420297
574,해외,0.0001236348
575,최고,0.00012218645
576,강조,0.000121676174
577,실업,0.00012148165
578,손배,0.000121029625
579,각심,0.00012101466
580,공사,0.00012097899
581,퇴학,0.00012095724
582,심리검사,0.00012092555
583,괜,0.00012092546
584,공포,0.00011910669
585,나이,0.00011708501
586,악,0.00011448565
587,사건,0.00011398799
588,밥,0.00011368938
589,부활,0.00011309651
590,폭력,0.0001128037
591,득실,0.00011219956
592,대선,0.00011184577
593,팀,0.00011091369
594,본보기,0.00010981707
595,숙식,0.000108450964
596,교권,0.00010828259
597,필수,0.000106431085
598,특권,0.00010612756
599,청소년,0.00010537361
600,확정,0.00010485837
601,반영,0.00010473227
602,공권력,0.000104568164
603,중앙정부,0.00010443256
604,사과,0.00010430462
605,덕분,0.000104129
606,사전,0.000103591614
607,회피,0.00010353633
608,언제,0.000102266844
609,정상화,0.00010095188
610,주취,0.00010011617
611,무조건,9.999991e-05
612,주가,9.975281e-05
613,인생,9.8175515e-05
614,별로,9.7296775e-05
615,가정,9.724447e-05
616,강,9.702755e-05
617,마구,9.62285e-05
618,하향,9.554271e-05
619,이참,9.422783e-05
620,독점,9.3163355e-05
621,소관,9.304089e-05
622,하라,9.264118e-05
623,보호,9.251613e-05
624,질의,9.170108e-05
625,율,9.07813e-05
626,성,8.860702e-05
627,커서,8.628537e-05
628,물이,8.5574975e-05
629,전북,8.47119e-05
630,싸움,8.1941085e-05
631,성매매업소,8.192807e-05
632,몇,7.9215926e-05
633,애초,7.6433505e-05
634,안정,7.5802935e-05
635,수입,7.578308e-05
636,무기징역,7.576152e-05
637,음주,7.5719414e-05
638,전과,7.545062e-05
639,치안,7.464836e-05
640,범인,7.445662e-05
641,학폭,7.413091e-05
642,지도,7.404713e-05
643,선,7.2605246e-05
644,보고,7.227377e-05
645,땡윤,7.221884e-05
646,전혀,7.1949835e-05
647,보이,7.1795184e-05
648,서금,7.115332e-05
649,준비,7.115202e-05
650,징역형,7.115099e-05
651,편의,7.1149916e-05
652,일망타진,7.1148934e-05
653,난국,7.114504e-05
654,보험,7.114479e-05
655,나쁜눔,7.1144736e-05
656,짝,7.1144575e-05
657,주지,7.114444e-05
658,돌려차기,7.114423e-05
659,프레,7.114415e-05
660,대량,7.114343e-05
661,등치,7.114294e-05
662,렬,7.114277e-05
663,이론,7.114076e-05
664,오마이,7.114055e-05
665,나름,7.113981e-05
666,바라지,7.1139744e-05
667,기대,7.113967e-05
668,중죄,7.113943e-05
669,탐사,7.113841e-05
670,사멸,7.11376e-05
671,신대방,7.1136776e-05
672,중국말,7.1136215e-05
673,편집,7.11356e-05
674,건건,7.113506e-05
675,화이,7.113506e-05
676,초점,7.113438e-05
677,판이,7.1133996e-05
678,체적,7.113316e-05
679,밖,7.113309e-05
680,팰수있,7.113269e-05
681,효,7.113228e-05
682,깡,7.113205e-05
683,실전,7.113184e-05
684,반응,7.113107e-05
685,꼬마,7.11307e-05
686,시긴,7.113012e-05
687,계,7.112942e-05
688,폭염,7.112855e-05
689,글로리,7.1128365e-05
690,만요,7.1127855e-05
691,확정판결,7.1126866e-05
692,잔교,7.112642e-05
693,한장,7.112614e-05
694,좌지우지,7.112473e-05
695,시안,7.112457e-05
696,감,7.112451e-05
697,가중,7.1124006e-05
698,못된눔,7.112368e-05
699,자임,7.112332e-05
700,아이폰,7.112262e-05
701,빈익빈,7.112231e-05
702,유명인,7.112217e-05
703,똥별,7.112193e-05
704,스마트,7.112066e-05
705,근원,7.1120376e-05
706,작동,7.1119306e-05
707,돈나,7.111738e-05
708,부다,7.111716e-05
709,아가,7.111677e-05
710,듬,7.111647e-05
711,명령,7.111639e-05
712,공탁,7.1115915e-05
713,친구,7.111537e-05
714,대변인,7.1115224e-05
715,조처,7.1114024e-05
716,살상,7.1113885e-05
717,휘발,7.111277e-05
718,중임,7.111212e-05
719,합성,7.111179e-05
720,문정,7.111161e-05
721,가어,7.11116e-05
722,대보면,7.111125e-05
723,파도타기,7.111057e-05
724,인도인,7.110966e-05
725,체감,7.110734e-05
726,싫은눔,7.110729e-05
727,했을껄,7.110237e-05
728,일벌,7.110124e-05
729,외국,7.110061e-05
730,부익부,7.11005e-05
731,결제,7.1097464e-05
732,못난눔,7.109631e-05
733,등뢰,7.1095805e-05
734,카메라,7.109426e-05
735,아시아,7.109336e-05
736,모습,7.10933e-05
737,극한,7.109229e-05
738,부작용,7.1090915e-05
739,악한,7.108933e-05
740,천방지축,7.108704e-05
741,극치,7.108506e-05
742,민생,7.107983e-05
743,악구,7.107251e-05
744,처방,7.106373e-05
745,비중,7.105434e-05
746,초딩,7.1052076e-05
747,여경,7.105006e-05
748,밥집,7.104583e-05
749,저희,7.103689e-05
750,계산,7.103461e-05
751,이처럼,7.10322e-05
752,이익,7.103077e-05
753,잼민,7.1027964e-05
754,주더,7.1015915e-05
755,창촌,7.099266e-05
756,리지,7.098825e-05
757,신빙,7.098819e-05
758,가게,7.0981885e-05
759,세계,7.064782e-05
760,등산,7.034005e-05
761,강수,6.995339e-05
762,가뜩,6.955012e-05
763,읏,6.936739e-05
764,최소,6.9305825e-05
765,중공,6.9132206e-05
766,애로,6.844455e-05
767,논리,6.7929046e-05
768,두고두고,6.7293666e-05
769,골치,6.6982575e-05
770,글,6.616247e-05
771,번,6.614085e-05
772,잘못,6.499055e-05
773,선진국,6.4675514e-05
774,차압,6.447581e-05
775,땡,6.3413616e-05
776,네이버,6.17953e-05
777,잠재범죄,6.112441e-05
778,검사,6.05896e-05
779,파행,6.01079e-05
780,지은,5.9744543e-05
781,환자,5.9708866e-05
782,총동원,5.8933685e-05
783,행사,5.8846854e-05
784,성향,5.8531845e-05
785,다가,5.8293735e-05
786,노하우,5.8290505e-05
787,유치원,5.8131074e-05
788,회초리,5.7918773e-05
789,동포,5.771824e-05
790,노예,5.761966e-05
791,범죄예방,5.701072e-05
792,선조,5.6817207e-05
793,헌,5.6739027e-05
794,예,5.6711495e-05
795,지부,5.654346e-05
796,연예인,5.647449e-05
797,자원,5.6032826e-05
798,순,5.585036e-05
799,빨,5.5816847e-05
800,칸,5.5793036e-05
801,절대로,5.5754368e-05
802,놀이,5.523041e-05
803,계속,5.5064378e-05
804,병,5.5030137e-05
805,엄할뗀,5.502042e-05
806,맨,5.4955573e-05
807,수색,5.4652173e-05
808,억압,5.4475575e-05
809,일가,5.436935e-05
810,주관,5.431104e-05
811,국정조사,5.421171e-05
812,여론조작,5.4118653e-05
813,과반수,5.4026663e-05
814,금연,5.3650863e-05
815,회계,5.3610704e-05
816,금주,5.34458e-05
817,자작,5.3289787e-05
818,몇장,5.3120482e-05
819,이르렀다,5.2875097e-05
820,공짜,5.285579e-05
821,자부,5.2394607e-05
822,티타늄,5.224964e-05
823,유나,5.2191117e-05
824,주최,5.210204e-05
825,최초,5.161566e-05
826,애궂,5.1451843e-05
827,봣,5.117308e-05
828,집안,5.098568e-05
829,지경,5.0914634e-05
830,지방정부,5.0748105e-05
831,무사,5.0695297e-05
832,절주,5.0534916e-05
833,표현,5.049445e-05
834,국힘,5.0441115e-05
835,헌신,5.0181457e-05
836,성문,4.9784e-05
837,취중,4.977619e-05
838,동방예의지국,4.9683884e-05
839,보건,4.9561273e-05
840,조사,4.9001817e-05
841,나팔수,4.8727732e-05
842,종신형,4.870025e-05
843,처,4.859929e-05
844,장부,4.8555514e-05
845,공범,4.8442373e-05
846,리기,4.8281003e-05
847,럼,4.8131675e-05
848,산책,4.7546942e-05
849,식칼,4.744532e-05
850,엄,4.7369234e-05
851,가능성,4.736799e-05
852,담달,4.7320314e-05
853,배분,4.7197347e-05
854,보장,4.701177e-05
855,소,4.7000907e-05
856,이사,4.6559235e-05
857,활동,4.643567e-05
858,구경,4.599963e-05
859,건너,4.5916826e-05
860,배치,4.5660796e-05
861,사안,4.54715e-05
862,적용,4.5269484e-05
863,외양간,4.5236757e-05
864,겨레,4.4875487e-05
865,분출,4.4847984e-05
866,갱찰,4.4770874e-05
867,여부,4.4634442e-05
868,안일,4.451581e-05
869,망,4.4325585e-05
870,프로,4.372207e-05
871,앞잡이,4.3613876e-05
872,윤통,4.361171e-05
873,나가야,4.3258427e-05
874,화가,4.2967877e-05
875,초기,4.251278e-05
876,실행,4.2192605e-05
877,풀칠,4.2158397e-05
878,기득권,4.2109736e-05
879,사이,4.2023945e-05
880,의문,4.1872452e-05
881,짜장,4.1767053e-05
882,시효,4.167077e-05
883,앞서,4.1576914e-05
884,정책,4.1134055e-05
885,생사,4.089399e-05
886,죄앞,3.8972605e-05
887,더욱더,3.88461e-05
888,선거,3.8372833e-05
889,재벌,3.73016e-05
890,혐오,3.7041864e-05
891,개강,3.6917863e-05
892,김정은,3.6588997e-05
893,추가,3.6515874e-05
894,무한,3.636412e-05
895,파악,3.6276237e-05
896,정당화,3.5692883e-05
897,무색,3.5657136e-05
898,대표,3.535459e-05
899,한창,3.5148947e-05
900,저딴,3.5032852e-05
901,비율,3.497736e-05
902,해고,3.493472e-05
903,염두,3.4748144e-05
904,화,3.470938e-05
905,필,3.4502875e-05
906,검색어,3.4400535e-05
907,데이,3.432219e-05
908,공영,3.419472e-05
909,지상파,3.412011e-05
910,관심,3.4096844e-05
911,실시간,3.4091463e-05
912,뮤,3.403618e-05
913,진위,3.3963646e-05
914,모른체,3.390887e-05
915,귀태,3.3908793e-05
916,퇴임,3.3874894e-05
917,불행,3.3874792e-05
918,레임덕,3.3874774e-05
919,더블,3.3660213e-05
920,이란,3.3509084e-05
921,일보,3.338861e-05
922,별,3.330691e-05
923,인하,3.3081415e-05
924,여론조사,3.2972686e-05
925,아웃,3.284411e-05
926,빈부격차,3.2812368e-05
927,지자체,3.2801876e-05
928,적정,3.266289e-05
929,투기,3.2631284e-05
930,백프로,3.2471344e-05
931,불평등,3.23785e-05
932,원장,3.235518e-05
933,담당자,3.225778e-05
934,징치,3.2241645e-05
935,커뮤니티,3.21471e-05
936,코드,3.2088552e-05
937,삼보,3.2085063e-05
938,여당,3.205381e-05
939,구라,3.203672e-05
940,미필,3.1962383e-05
941,동무,3.186204e-05
942,뭉,3.1861484e-05
943,대장,3.1696305e-05
944,예산,3.1651463e-05
945,수생,3.1646312e-05
946,이사장,3.1644508e-05
947,큐알,3.164353e-05
948,화잇팅,3.1609274e-05
949,법카,3.1609274e-05
950,낙하산,3.1604344e-05
951,경기도,3.153725e-05
952,육백조,3.1309806e-05
953,살림,3.1277414e-05
954,런,3.1269155e-05
955,기승,3.12269e-05
956,지지율,3.108496e-05
957,빵구,3.1051568e-05
958,전통,3.085695e-05
959,지수,3.0732732e-05
960,땅,3.0648433e-05
961,거론,3.0559775e-05
962,일배,3.0462492e-05
963,유,3.0460475e-05
964,양극화,3.0338619e-05
965,피켓,3.0331517e-05
966,구독,3.0331517e-05
967,빨간색,3.0331517e-05
968,본사,3.0331517e-05
969,종부세,3.0233788e-05
970,탐욕,3.0135368e-05
971,부끄러움,3.0084995e-05
972,부자,3.0045714e-05
973,서도,2.9914849e-05
974,구경만,2.9747098e-05
975,기업가,2.974335e-05
976,종,2.9730183e-05
977,하여튼,2.9463534e-05
978,페리,2.9448447e-05
979,얼추,2.94133e-05
980,태생,2.94133e-05
981,가늠,2.94133e-05
982,선전,2.9408744e-05
983,지리산,2.9381888e-05
984,부동산,2.9339037e-05
985,새날,2.9299901e-05
986,민들레,2.9299901e-05
987,이명박,2.9279312e-05
988,페간,2.927902e-05
989,땡처리,2.927857e-05
990,바,2.9139097e-05
991,이제야,2.8959572e-05
992,벌금형,2.8912249e-05
993,쫄리,2.8799825e-05
994,고칙,2.8662607e-05
995,민노,2.8620876e-05
996,상승,2.8561708e-05
997,주해,2.8558285e-05
998,장깨,2.8273516e-05
999,소속,2.8267925e-05
1000,대비,2.8265022e-05
1001,내부,2.8090233e-05
1002,향,2.7992988e-05
1003,폭발,2.7899941e-05
1004,듣기,2.7748174e-05
1005,쳡,2.7606296e-05
1006,티비조선,2.7526323e-05
1007,부처,2.7495886e-05
1008,존똑,2.7429087e-05
1009,왤케,2.7429087e-05
1010,공산당,2.729086e-05
1011,손석희,2.7264545e-05
1012,깨,2.7211701e-05
1013,운명,2.7210366e-05
1014,아우성,2.7210366e-05
1015,보도로,2.7210366e-05
1016,이낙연,2.7036154e-05
1017,반공,2.6960648e-05
1018,어용,2.6911946e-05
1019,방가,2.6911652e-05
1020,뺠,2.6876834e-05
1021,임원,2.6793896e-05
1022,다헤체,2.6793896e-05
1023,치산,2.6703754e-05
1024,다소,2.6693968e-05
1025,하부,2.6693968e-05
1026,개설,2.6675762e-05
1027,출구조사,2.6664587e-05
1028,바꿈,2.6645346e-05
1029,조건,2.658552e-05
1030,김은경,2.6582577e-05
1031,공개,2.653626e-05
1032,비어,2.6366451e-05
1033,가로,2.6366402e-05
1034,내내,2.6366224e-05
1035,김진표,2.6294476e-05
1036,국회의장,2.6284573e-05
1037,계정,2.6177373e-05
1038,땡윤땡,2.6143163e-05
1039,보안,2.6135904e-05
1040,짓,2.6118152e-05
1041,벌금,2.606514e-05
1042,일치,2.5996798e-05
1043,붙이,2.5972815e-05
1044,출범,2.5896828e-05
1045,세분,2.5875554e-05
1046,수첩,2.570063e-05
1047,장인어른,2.570063e-05
1048,유형,2.5629388e-05
1049,전라,2.561129e-05
1050,약점,2.561065e-05
1051,관계자,2.5610581e-05
1052,원수,2.5610569e-05
1053,트윗,2.5610569e-05
1054,캐비넷,2.5610569e-05
1055,검폭,2.5610569e-05
1056,보호자,2.5544563e-05
1057,폭등,2.549842e-05
1058,어기,2.546145e-05
1059,집행유예,2.5417123e-05
1060,고지,2.5393783e-05
1061,재정,2.5386533e-05
1062,반증,2.5229594e-05
1063,공용,2.5101957e-05
1064,시상,2.5088664e-05
1065,진학,2.507484e-05
1066,거주지,2.5055047e-05
1067,윤똥,2.494794e-05
1068,온전,2.492409e-05
1069,부랑,2.488466e-05
